,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
172,0.656,0.655,-6.766,0.024,0.02,0.00816,0.103,0.555,127.001,3I10tZ5MgEMo4WryCNJkZQ,230946
173,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4xMbBESczlHPUO8QeYi56p,148960
174,0.628,0.738,-5.045,0.0367,0.0156,0.281,0.153,0.699,125.928,4vyG9ZhHT8MKJE5mTICMFC,162879
175,0.747,0.616,-9.76,0.0324,0.176,0.116,0.143,0.908,131.975,5u4hhtZ7f4rWkMZEZcTKrH,192151
176,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,0F2BxpbxH8Yc3pLub48hrb,157432
177,0.735,0.72,-7.04,0.336,0.00105,0.15,0.382,0.364,124.174,303ccTay2FiDTZ9fZ2AdBt,403293
178,0.665,0.727,-8.073,0.0391,0.00984,0.394,0.172,0.397,133.922,31B7wLv4yvtjDoTTmbnxeE,198806
179,0.811,0.833,-4.259,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4t0UsYzmmmZRMTWn77jiGF,252107
180,0.801,0.96,-5.534,0.264,0.0284,0.877,0.0985,0.101,126.045,7jURkEKDVEm9sHueqUX0ko,217411
181,0.748,0.908,-8.319,0.0504,0.0588,0.894,0.0943,0.0576,130.004,6R84ZlQF7gGkPB6o3GLZXB,489480
182,0.797,0.88,-5.722,0.0442,0.00298,0.574,0.183,0.357,125.996,2FEUloDXMvRnyfLcsrCfkw,157619
183,0.71,0.63,-7.003,0.0413,0.00879,0.147,0.058,0.216,125.0,48Jf12YHPBCAfAzi255Rvr,242880
184,0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001,6txvQu0zUbiqG24A8XMLnK,188592
185,0.761,0.867,-6.168,0.0499,0.259,0.615,0.0689,0.679,126.03,2qRKTg13LJGHO4fmQTWT7x,185896
186,0.784,0.888,-6.617,0.165,0.0158,0.892,0.169,0.13,135.995,1tkS8yt5NwTZkqFvZMxM0F,360000
187,0.636,0.892,-5.573,0.0386,0.000422,0.0954,0.156,0.456,125.003,2XKsHHNCtKqk9cF35TRFyC,125280
188,0.771,0.729,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027,54hA0ldJYyT1huGfSeOjdQ,189268
189,0.817,0.876,-7.485,0.046,0.0332,0.199,0.412,0.671,131.022,0hJfuyUwtEYMlGgvr3nzz9,289472
190,0.702,0.912,-8.687,0.0652,0.0773,0.309,0.0926,0.957,128.018,33tYADyL2aZctrvR59K1bQ,200551
191,0.576,0.953,-8.968,0.0362,0.00106,0.49,0.474,0.303,140.042,7xQYVjs4wZNdCwO0EeAWMC,456480
192,0.814,0.874,-5.316,0.0425,0.000222,0.522,0.276,0.434,123.992,1olCzMxaeiQKNO64ssWVGr,161041
193,0.716,0.917,-5.091,0.0331,0.123,0.396,0.0628,0.751,124.032,4O3APpGNhOldqDsPF8IaS5,160669
194,0.812,0.796,-10.548,0.0356,0.00826,0.921,0.365,0.961,125.976,5krhFNgUcYHwXlNPJJYzFM,249679
195,0.907,0.707,-7.627,0.185,0.00983,0.444,0.166,0.566,129.097,26zt79lTciS4tfncBX1qPV,141395
196,0.824,0.511,-9.049,0.151,0.0187,0.834,0.309,0.0858,127.959,6U7DCvIA93YYzyFYwmiIIe,195952
197,0.639,0.873,-6.222,0.0408,0.0237,0.0143,0.119,0.258,121.031,3LnETnq2xyUpKcGqAQLJy1,199091
198,0.736,0.827,-3.902,0.0643,0.0199,0.00828,0.351,0.814,125.008,4u3XiAwJ2U9Kxgy57gcAPB,209760
199,0.705,0.524,-9.776,0.032,0.112,0.26,0.109,0.219,119.987,11SEKnYpFCFRXnUap3Cso2,230016
200,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f,240800
201,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,0wJoRiX5K5BxlqZTolB2LD,170813
202,0.479,0.944,-5.167,0.115,0.00206,0.0283,0.356,0.572,153.45,5LI7PoHEolR8plrf3I16sq,163800
203,0.346,0.768,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,0NWPxcsf5vdjdiFUI8NgkP,210160
204,0.568,0.898,-8.833,0.0862,0.0285,0.0787,0.484,0.833,110.824,0hnlRgTh80b1emNnM0jmwt,301520
205,0.307,0.756,-8.119,0.0493,0.0209,0.758,0.353,0.417,114.843,34jAhU99TNRvYwwOEoINl3,404267
206,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,1Eolhana7nKHYpcYpdVcT5,145747
207,0.599,0.622,-7.019,0.128,0.222,0.0,0.536,0.907,117.574,1DfWmv1eJU1a9tuGpqKGFP,223680
208,0.319,0.858,-9.913,0.0839,0.00381,0.232,0.664,0.471,106.231,7blY9jGplyzTiS2qltyfFe,280267
209,0.364,0.865,-7.328,0.114,0.247,0.0209,0.0936,0.554,111.15,0xKcrFF5ed7U4EPdG6vE4f,265587
210,0.418,0.741,-12.746,0.0864,0.0204,0.0319,0.261,0.514,132.065,7uQcSTXM4q7tGzguGVeLtX,215133
211,0.486,0.963,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,1ntxpzIUbSsizvuAy6lTYY,146573
212,0.532,0.829,-5.659,0.058,0.018,8.37e-05,0.229,0.848,133.334,2TKtQAy9VKwq3Kh234uE85,215707
213,0.341,0.814,-10.19,0.0827,0.000366,0.807,0.128,0.695,110.716,4Bp3SVvfb1dbq9UWuABAPt,432760
214,0.354,0.741,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,0uco0wQkB909zpPlHvu5Cc,251013
215,0.517,0.703,-11.767,0.0709,0.0762,3.22e-05,0.141,0.811,121.14,2AKcU2vk8MJrmXdRM9jwBU,284333
216,0.357,0.969,-4.99,0.124,0.0134,0.0677,0.141,0.704,149.741,3f5JtAsGRIXN8pSAeTi6vA,222293
217,0.46,0.72,-11.263,0.0525,0.242,0.00831,0.528,0.59,123.548,11t59LqOhOEG40yqALXZon,249920
218,0.365,0.848,-8.122,0.0624,0.276,1.33e-06,0.0911,0.59,108.549,6b2lxeLa8rNPpROH9bVLRo,173707
219,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,3XxBSvDZKH5YvZZjTpn6eR,230360
220,0.214,0.91,-6.662,0.389,0.477,0.00833,0.0517,0.448,175.549,2AxCeJ6PSsBYiTckM0HLY7,313373
221,0.354,0.707,-10.844,0.0353,0.24,0.586,0.652,0.744,105.965,6qKlw6TyxVkaUZrlJYP8xD,232507
222,0.519,0.785,-11.111,0.0512,0.0468,0.00823,0.176,0.67,111.423,7emVwhF4OMemAT65nbpuZO,206133
223,0.371,0.695,-7.428,0.0851,0.0131,0.00275,0.301,0.577,146.69,64ICrhXuANvFTmJutuZJ1k,245760
224,0.461,0.714,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,3qebSLgUwaEqbwCM5sj5Kh,168920
225,0.386,0.536,-14.151,0.0546,0.229,0.0123,0.11,0.31,133.451,4m6KlFD4eMiQFzh4IVVFVm,265813
226,0.507,0.847,-5.987,0.0411,0.0751,0.237,0.372,0.566,98.096,23MrkN7g6Q5U7GLIxNHN1B,198773
227,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,3XxBSvDZKH5YvZZjTpn6eR,230360
228,0.499,0.495,-10.508,0.0501,0.348,0.0286,0.2,0.339,80.086,5H6Jp0syB5yEPk7SWYdlmk,200733
229,0.371,0.634,-7.648,0.0277,0.146,0.011,0.104,0.568,84.977,4DmBVImaIhE3RyNvbtZTTz,341800
230,0.417,0.0509,-19.939,0.0644,0.966,0.368,0.113,0.289,65.692,2qbPX1fQUyknyc7cZw2L8W,259073
231,0.32,0.11,-21.339,0.047,0.926,0.817,0.0995,0.169,61.852,7qLzoarYodaUHezJvndAdK,312453
232,0.493,0.347,-15.713,0.0363,0.906,0.941,0.144,0.284,112.818,56OCZENfcrmeCpufvWZd0P,283999
233,0.748,0.143,-16.502,0.046,0.979,0.879,0.113,0.428,126.439,4q4emoW3IX2eHhY3sVkudj,177500
234,0.388,0.337,-13.437,0.0288,0.252,0.899,0.108,0.209,92.526,7eTxWRSvauWm5L3FblGk2h,298000
235,0.665,0.248,-13.717,0.0398,0.935,0.888,0.103,0.561,74.023,7sjZIf7J5FQlNQrOQWODai,259787
236,0.407,0.0241,-18.739,0.0347,0.978,0.565,0.101,0.163,110.375,6sJUbzyzNOrAt9dr3pkOPk,672520
237,0.502,0.288,-12.457,0.0375,0.707,0.952,0.12,0.274,126.728,67gegBlOgrRPHhfLfb3CEj,323520
238,0.543,0.174,-13.936,0.0347,0.947,0.0615,0.123,0.049,110.541,0H7udegVzTRxIYzPXoBvkI,268082
239,0.43,0.124,-14.14,0.0344,0.956,0.0561,0.123,0.224,111.024,069VcK8RjjzhZK3UT3A8ja,340760
240,0.533,0.178,-20.247,0.0393,0.912,0.894,0.082,0.0987,108.285,5P0RMEJOgtGcZIq5wYjYei,303458
241,0.415,0.0428,-22.887,0.0491,0.99,0.887,0.0882,0.0777,73.117,5AbvIJTlfp52S6b9WipNBC,163947
242,0.432,0.137,-18.125,0.0311,0.956,0.168,0.0873,0.271,94.819,2UqYwWfjMDyCRnJc1Eebnn,217800
243,0.384,0.39,-17.377,0.0275,0.84,0.899,0.102,0.687,105.386,1w8AuoB6mjP8MsnHRoDSkW,332392
244,0.414,0.157,-16.115,0.0325,0.915,0.015,0.0588,0.124,64.082,48PojLpjonNmPElm0ntohW,320356
245,0.243,0.0652,-21.076,0.0354,0.962,0.497,0.115,0.0419,78.164,0mF2uLwZb2puMEiKI3hVYT,223453
246,0.482,0.0767,-24.368,0.0348,0.773,0.0769,0.171,0.0546,115.525,58XU0SbMcLJIFzrNXYhlX4,319707
247,0.471,0.283,-15.997,0.0308,0.927,0.671,0.13,0.23,130.373,5o7zflAK8LxDYuqpSDmwhM,322362
248,0.356,0.0609,-16.031,0.0359,0.945,0.567,0.111,0.171,96.859,2b908yzXY8uzaD4gMDcc8G,371120
249,0.615,0.124,-18.408,0.0428,0.793,0.0796,0.108,0.319,126.548,6BnDMyRz4KY8g9SoWlUfjq,393000
250,0.399,0.0369,-24.292,0.0365,0.981,0.894,0.101,0.04,107.384,3KGpKf2fo1UM661ptimvoD,342000
251,0.669,0.183,-21.825,0.0433,0.901,0.895,0.126,0.428,85.991,5Awwc8XXZPub32TbLWyOPp,235773
252,0.405,0.354,-14.391,0.0354,0.828,0.816,0.104,0.256,142.061,0QTq57fazdnHads8lz3G9G,324696
253,0.308,0.165,-20.392,0.0384,0.724,0.889,0.078,0.0409,81.122,5ntssQtDHWUdKBYiQDQP5I,223707
254,0.494,0.31,-16.831,0.0574,0.597,0.125,0.0969,0.364,96.438,6WaLMmbnmG1T2HWm5hwKOU,276040
255,0.45,0.0944,-26.006,0.0359,0.917,0.866,0.0958,0.511,88.236,6YDi1zFfIPb5DxYPLKPF3s,333213
256,0.557,0.173,-16.243,0.0339,0.957,0.929,0.0904,0.207,62.002,7q6UmBKNhBLgMt0dg9UKr2,347240
257,0.661,0.155,-20.282,0.0452,0.862,0.867,0.122,0.415,132.597,6teUPQnEbgYScxhKjVNcOc,185613
258,0.648,0.264,-16.183,0.0441,0.826,0.836,0.106,0.545,137.367,3wM2sEe8qcWoAZWlXB6pj1,180464
259,0.6,0.579,-12.407,0.0359,0.512,0.865,0.107,0.719,114.492,1KFhl1VNM6z4bpqAQETzTN,294139
260,0.583,0.0238,-32.244,0.0369,0.994,0.847,0.103,0.426,108.74,5RqKo9P4DLA0bVyY70cWkr,131923
261,0.296,0.00896,-31.948,0.0394,0.994,0.91,0.0815,0.0673,69.44,43bSKCMWHIuBsUVmQcDX1J,257000
262,0.103,0.00526,-29.845,0.0468,0.989,0.839,0.0997,0.0433,82.597,6a3LTwG4gwiC62EUNff5AD,118853
263,0.458,0.0259,-27.928,0.0502,0.964,0.828,0.108,0.204,123.716,0scC8HqVaRe04wA0EeAZLp,295547
264,0.233,0.00786,-31.624,0.0528,0.958,0.905,0.106,0.0686,132.011,171fKTIvL8wDal3N6Uv0Bk,262000
265,0.175,0.0283,-26.8,0.0405,0.986,0.873,0.0721,0.0328,67.495,7dZyWWwjruK9YiJiN9mbMC,281667
266,0.114,0.0701,-23.417,0.0445,0.87,0.431,0.0916,0.0371,89.33,7pgJTa3eZM4kkT2vsZUmFt,331933
267,0.235,0.0561,-23.311,0.0442,0.95,0.29,0.119,0.0518,107.619,6aANvQTjMgtOlCAaHlYcyn,271560
268,0.205,0.0525,-23.841,0.0327,0.98,0.906,0.103,0.0511,88.316,419qlOGNXoyICx4jO0hqaj,174653
269,0.357,0.136,-21.212,0.0618,0.921,0.00342,0.264,0.409,88.931,7staad9eqX2BbnJBQ8m9tc,194946
270,0.0891,0.0894,-25.653,0.042,0.936,0.748,0.416,0.0728,80.828,6t7lMFHSifu9j8NPMNCv9T,284000
271,0.332,0.0525,-24.1,0.0388,0.991,0.891,0.0683,0.097,78.853,2k2MprlqkmDMKKOOWGREzW,158600
272,0.476,0.000707,-36.606,0.164,0.864,0.299,0.104,0.27,68.311,2Lio4KTzsA8BPLhXmyo4CQ,647973
273,0.219,0.0153,-33.563,0.0346,0.994,0.923,0.0934,0.1,57.439,7BpDcPsVqfMgHdVglLK3Kt,312757
274,0.487,0.00409,-38.66,0.0612,0.985,0.894,0.0965,0.16,115.369,3iWo5Y9DpJNdFI3lERYgEy,242811
275,0.371,0.131,-23.899,0.0422,0.898,0.925,0.0847,0.0656,106.872,4PRnYCH5hoxypKVcOBvx3a,442693
276,0.263,0.388,-11.125,0.04,0.266,0.0874,0.0933,0.152,137.852,6xdhAIbohZbctt3rstAsnH,231732
277,0.072,0.0538,-25.076,0.0462,0.974,0.822,0.101,0.0618,68.007,1xKqK9hrIRN0rnHbRfmbv5,189000
278,0.258,0.0238,-28.865,0.0428,0.994,0.904,0.106,0.0757,140.596,4XPq8MBYuWi4Z5PzmebwYo,182647
279,0.577,0.0227,-23.993,0.0419,0.992,0.895,0.0857,0.179,112.226,50mxnK4endZNXF00cyoKh2,146827
280,0.404,0.0409,-32.98,0.0433,0.989,0.908,0.0889,0.264,142.235,3hWbgzfP4jE9rd6Tathuig,259375
281,0.398,0.0252,-26.613,0.0624,0.992,0.914,0.108,0.117,74.696,7yNdc5jF4CAe2TzFadHPKK,291319
282,0.426,0.0616,-32.623,0.0417,0.996,0.907,0.0945,0.516,134.44,6LKYTKdEEgikRjVjKXj3d9,182373
283,0.402,0.0275,-25.462,0.0686,0.963,0.896,0.125,0.365,76.219,0fqveSCZR2TqGAtEid72Ua,73679
284,0.309,0.0108,-36.169,0.0478,0.994,0.929,0.0565,0.2,128.544,76PT3Wp1xEYDkMFeLj5H8d,156467
285,0.464,0.0216,-25.896,0.0466,0.987,0.863,0.0974,0.235,101.965,21Fs9UuXGoESVVESdWTxZ5,212040
286,0.522,0.0308,-26.86,0.0641,0.995,0.915,0.0805,0.313,72.551,0ftAOThcYwpSDapJhDOy7o,284000
287,0.392,0.501,-12.513,0.146,0.682,0.909,0.442,0.113,152.481,6Olyr6tQ7DKWPJro6nn35C,246760
288,0.184,0.0365,-28.57,0.0451,0.978,0.000201,0.0691,0.0352,92.433,4VpLwqzkob5lUeTE9rCqcK,134929
289,0.206,0.0645,-25.162,0.0396,0.985,0.894,0.138,0.0398,79.757,3hgRiVuiBWVbpd4kBQD68m,205560
290,0.282,0.0714,-26.705,0.0532,0.957,0.288,0.113,0.108,90.298,4aGi0uWDjzW8asTmAlBJrg,173000
291,0.254,0.0681,-25.069,0.0346,0.971,0.92,0.19,0.0916,100.078,6qRi4Nuw8lU4pn0kK3LGJA,182333
292,0.382,0.49,-12.627,0.0394,0.816,0.921,0.276,0.241,80.069,6VbKfs0qEJBUfICAyon04g,290992
293,0.165,0.0239,-26.612,0.045,0.995,0.922,0.0966,0.0953,66.737,16xQMSrDSEWP5Lp8GrHGcu,418227
294,0.39,0.0235,-32.271,0.0474,0.986,0.954,0.0646,0.189,80.233,62Boz6NDFyOT3tKkSWis2E,108053
295,0.159,0.175,-19.99,0.047,0.819,0.933,0.107,0.114,181.043,3l8h6urWQ8SxZINH323Zc7,158933
296,0.401,0.0127,-23.075,0.0586,0.995,0.906,0.0859,0.0691,130.857,16lscXk0JZ078EVRAIN7Bs,379667
297,0.28,0.103,-19.187,0.0391,0.982,0.958,0.0668,0.153,58.445,7mX2xUpAPaMVh0zHhGoDkC,203926
298,0.304,0.04,-23.131,0.0428,0.977,0.895,0.108,0.181,139.544,6TS1h31F8I9SIBIwIvdKYk,237480
299,0.354,0.00717,-23.13,0.0413,0.987,0.671,0.0959,0.116,80.517,5BmNj3cDAyqSFw69VY12WU,212991
300,0.323,0.0186,-28.248,0.0477,0.99,0.934,0.105,0.126,85.228,6GLy7czJd5VC2Jf47lpj12,207640
301,0.543,0.0449,-26.709,0.0374,0.932,0.9,0.0986,0.0745,146.132,7AEf1Jc3htMKTWmFZOOGtR,189364
302,0.193,0.0656,-19.239,0.0471,0.995,0.829,0.119,0.0359,128.975,46tPGzCXCI2oKsemztDA9u,402493
303,0.168,0.00571,-36.245,0.0404,0.995,0.92,0.068,0.0705,78.043,4ObQ0m7VUtrgdEwpFeCKua,181693
304,0.172,0.00592,-35.553,0.0454,0.975,0.000263,0.074,0.233,73.816,6IUfNz7B3fwyI4FWPJdFWe,99244
305,0.151,0.0857,-25.567,0.0521,0.984,0.0636,0.0899,0.0621,78.785,6brnswWmZ8Xdf4MWeskofY,218107
306,0.266,0.00361,-29.735,0.052,0.995,0.925,0.0723,0.0631,94.861,29S6PLRccSCyKozzwIik0J,160453
307,0.156,0.0645,-24.416,0.0516,0.993,0.9,0.0757,0.0363,89.281,14DLTNK9HrUbwJM0H9FGxI,109493
308,0.195,0.0429,-17.829,0.0381,0.879,0.00057,0.0787,0.0394,75.159,7f6yQYQ600Klj3v56omFJR,250800
309,0.213,0.0868,-27.444,0.0413,0.952,0.907,0.111,0.44,138.349,6sLr7HzQe2xQVhBmhrT3vU,163733
310,0.246,0.0735,-24.199,0.0675,0.994,0.894,0.0775,0.0378,66.541,7auzpFwCwJhgwkQ8jQdtWb,161520
311,0.152,0.0274,-29.234,0.0478,0.979,0.895,0.107,0.0398,88.171,3mk0kPavvau5tz8b174cdl,300232
312,0.37,0.0076,-33.663,0.0384,0.995,0.91,0.0864,0.278,62.668,3NbAsIxDL0fVgNuCLD152P,176518
313,0.106,0.132,-15.584,0.0531,0.894,0.632,0.127,0.0398,66.638,0RpkVigRs7isnjAaK6WOdQ,328894
314,0.406,0.00921,-31.822,0.087,0.984,0.906,0.0953,0.303,80.507,2Imxyb3LiuXsDFo7Gq5YDs,215800
315,0.209,0.0193,-31.754,0.0413,0.952,0.0125,0.296,0.0603,100.426,2oBEw0ppansoY565M3QSjZ,192373
316,0.197,0.00138,-43.657,0.0505,0.992,0.86,0.0508,0.228,72.243,7wimV3Cs7awovZner8YvD5,220827
317,0.239,0.0142,-29.65,0.0438,0.995,0.894,0.0659,0.306,172.559,2Tz7fLm0pWasWCCfJiHPlJ,243373
318,0.288,0.0386,-26.513,0.0374,0.976,0.937,0.103,0.133,132.239,5liyqr2PFQKbYPKRAjedvq,142480
319,0.321,0.0272,-25.066,0.037,0.993,0.919,0.0947,0.0632,74.69,4h4py9AzEuUGBTJZO4ifnm,221732
320,0.235,0.183,-15.257,0.0438,0.918,0.229,0.0985,0.0458,97.898,0enxWAXiYB6JEVqzIRgDba,193320
321,0.505,0.433,-13.923,0.0343,0.875,0.907,0.111,0.145,133.999,3bagw7W1Q4nsecXdDV5CAx,155805
322,0.174,0.143,-15.095,0.0495,0.92,0.857,0.119,0.0456,75.639,5TglMMqjxSaHE9j4iIoJZt,252920
323,0.245,0.077,-25.633,0.0305,0.957,0.843,0.121,0.0677,73.999,2tJBG2m6K5jUKxzyTZm9Z7,321820
324,0.102,0.0419,-24.896,0.0485,0.977,0.834,0.0866,0.0406,170.8,7oenWdkfvoEySYVc0rH6Cq,261720
325,0.246,0.144,-23.904,0.0456,0.994,0.902,0.0908,0.0558,66.196,2mTYDD0oiG5L4BEvMPZsOO,36453
326,0.199,0.0677,-20.879,0.039,0.786,0.738,0.225,0.145,78.866,2LiWNkeUOAeibGxJKxmjsD,307827
327,0.249,0.225,-16.879,0.0343,0.901,0.89,0.0987,0.158,77.956,5D6GPHLuelrjivumi4YWwt,279930
328,0.183,0.0157,-25.289,0.0374,0.993,0.962,0.0839,0.0373,73.068,5J43zdQTc8ekUdknGU6c5M,149200
329,0.151,0.0472,-25.197,0.0452,0.924,0.818,0.0716,0.0471,139.44,1xxtp0zJZNTyMeE7vzKBOW,156333
330,0.294,0.00785,-29.64,0.0667,0.994,0.956,0.0929,0.173,70.958,1PINN6x0Riouab3wPSglpp,158520
331,0.484,0.0193,-25.031,0.0477,0.993,0.936,0.0706,0.0732,70.447,4kRZaiCbkpJWo6yxjuUrAF,223653
332,0.2,0.0783,-24.392,0.0596,0.933,0.165,0.111,0.0406,97.801,6Teem6p2CvvB9HDr2MUBq4,372840
333,0.0979,0.0801,-19.643,0.0458,0.941,0.431,0.115,0.0608,75.314,7nGA1sRfLDWXYb3VPstnZf,192420
334,0.285,0.00453,-29.871,0.0459,0.995,0.845,0.109,0.0587,70.075,7msmTNDbP3QWWuevPxcm48,230181
335,0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,5Pl2CXDkaP6WEnJ0bpKGOm,326520
336,0.219,0.154,-18.17,0.0389,0.841,0.855,0.164,0.108,123.625,3Hcn3NlLeDU4uQf0qJaaMt,616187
337,0.223,0.227,-17.695,0.0343,0.871,0.891,0.063,0.127,103.618,0XSRBlP49MgzBCYtGK2NYE,469053
338,0.177,0.127,-19.167,0.0394,0.903,0.901,0.114,0.0612,149.698,6HknRM996YMa7VSBFYlnPJ,485667
339,0.366,0.0433,-30.56,0.0416,0.99,0.903,0.085,0.356,88.452,7FTzC8srNaQ0fTNOCyPeib,204007
340,0.0989,0.0176,-30.951,0.042,0.978,0.651,0.0763,0.0351,89.327,3gEyQ5y2NvIaqfTG4VU98n,272440
341,0.099,0.0567,-20.712,0.0398,0.96,0.81,0.104,0.0456,82.744,3Ii2KG3YLrC0KNbuJKAFj2,170400
342,0.152,0.0104,-29.801,0.0348,0.981,0.00198,0.12,0.0345,103.39,7lCXrO0Axkl0l0TjCOkFLN,332720
